City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,severobaykalsk,55.65,109.3167,12.33,80,23,5.91,RU,1681507282
298,xai-xai,-25.0519,33.6442,73.83,82,52,22.17,MZ,1681507283
299,palmer,42.1584,-72.3287,92.8,22,75,3.44,US,1681507283
300,sawakin,19.1059,37.3321,75.58,66,0,7.4,SD,1681507283
301,colonia,50.9333,6.95,52.86,59,0,5.75,DE,1681507283
302,havre-saint-pierre,50.2334,-63.5986,44.96,39,0,12.66,CA,1681507284
303,caravelas,-17.7125,-39.2481,78.71,80,44,9.55,BR,1681507156
304,merauke,-8.4667,140.3333,75.45,92,88,4.94,ID,1681507284
305,muzhi,65.3667,64.6667,21.43,76,100,20.4,RU,1681507284
306,cortez,37.3489,-108.5859,50.76,54,0,23.02,US,1681507284
307,bourail,-21.5667,165.4833,74.95,86,100,1.83,NC,1681507284
308,san pedro,14.35,121.0167,77.36,96,75,2.3,PH,1681507284
309,alice springs,-23.7,133.8833,69.35,94,75,23.02,AU,1681507185
310,miles city,46.4083,-105.8406,43.77,49,100,13.8,US,1681507285
311,sur,22.5667,59.5289,88.36,43,69,4.92,OM,1681507285
312,pavlohrad,48.5167,35.8667,41.67,90,100,10.38,UA,1681507285
313,malibu,34.005,-118.8101,68.09,84,48,1.99,US,1681507286
314,abu kamal,34.4506,40.9171,64.36,39,0,8.03,SY,1681507286
315,najran,17.4924,44.1277,79.45,47,83,3.56,SA,1681507287
316,pringsewu,-5.3582,104.9744,73.35,97,100,2.91,ID,1681507287
317,juybar,36.6412,52.9124,58.68,68,1,5.73,IR,1681507287
318,coahuayana,18.7333,-103.6833,90.43,29,0,7.94,MX,1681507287
319,mayor pablo lagerenza,-19.9309,-60.7718,61.93,93,100,6.35,PY,1681507288
320,farafangana,-22.8167,47.8333,74.93,85,2,5.12,MG,1681507288
321,lazarev,52.225,141.5131,23.9,90,100,7.81,RU,1681507288
322,indramayu,-6.3264,108.32,78.98,82,98,2.55,ID,1681507289
323,kruisfontein,-34.0033,24.7314,57.88,71,7,10.49,ZA,1681507289
324,maragogi,-9.0122,-35.2225,78.48,73,100,8.14,BR,1681507290
325,nurota,40.5614,65.6886,59.27,75,60,7.54,UZ,1681507290
326,price,39.5994,-110.8107,51.06,22,20,10.36,US,1681507291
327,neryungri,56.6709,124.6491,2.71,99,73,2.15,RU,1681507291
328,rocha,-34.4833,-54.3333,55.15,63,10,7.9,UY,1681507052
329,ugoofaaru,5.6667,73.0,82.87,74,100,1.57,MV,1681507279
330,babu,24.4167,111.5167,67.32,93,54,4.21,CN,1681507292
331,aguimes,27.9054,-15.4461,63.66,72,40,18.41,ES,1681507292
332,port macquarie,-31.4333,152.9167,54.9,83,4,5.32,AU,1681507292
333,marzuq,14.4,46.4667,73.87,66,0,6.13,YE,1681507293
334,ranong,9.9658,98.6348,78.67,86,29,3.42,TH,1681507293
335,rosarito,32.3333,-117.0333,65.25,67,47,10.47,MX,1681507294
336,belaya gora,68.5333,146.4167,6.24,97,99,4.25,RU,1681507294
337,namie,37.4833,141.0,57.72,78,100,3.91,JP,1681507294
338,virginia beach,36.8529,-75.978,77.05,97,100,9.78,US,1681507068
339,hami,42.8,93.45,57.36,21,100,5.08,CN,1681507294
340,chuy,-33.6971,-53.4616,57.6,63,5,9.33,UY,1681507294
341,tessalit,20.1986,1.0114,85.53,9,20,8.41,ML,1681507294
342,puerto plata,19.7934,-70.6884,91.31,69,20,18.41,DO,1681507065
343,milkovo,54.7167,158.6167,27.66,93,100,2.77,RU,1681507295
344,flinders,-34.5833,150.8552,56.05,92,32,3.0,AU,1681507295
345,mundo novo,-11.8589,-40.4725,74.35,68,99,1.72,BR,1681507295
346,nioro,13.35,-15.75,91.31,25,20,5.41,GM,1681507295
347,atar,20.5169,-13.0499,92.05,25,2,3.67,MR,1681507295
348,acarau,-2.8856,-40.12,79.52,85,95,10.47,BR,1681507296
349,vardo,70.3705,31.1107,30.18,59,0,20.71,NO,1681507296
350,goure,13.9835,10.2704,82.18,11,48,8.68,NE,1681507296
351,graaff-reinet,-32.2522,24.5308,50.92,55,0,3.71,ZA,1681507296
352,san cristobal,7.7669,-72.225,75.38,46,97,1.36,VE,1681507084
353,obidos,-1.9175,-55.5181,80.76,86,85,2.89,BR,1681507296
354,narsaq,60.9167,-46.05,44.82,56,100,15.37,GL,1681507297
355,bonavista,48.6499,-53.1147,32.43,89,88,22.97,CA,1681507297
356,mandera,3.9366,41.867,88.61,39,87,10.42,KE,1681507297
357,huilong,31.8111,121.655,56.93,94,100,10.11,CN,1681507297
358,mahina,-17.5065,-149.489,85.77,62,75,10.36,PF,1681507082
359,kalmunai,7.4167,81.8167,78.03,89,65,6.58,LK,1681507297
360,kiruna,67.8557,20.2251,25.72,50,14,5.75,SE,1681507297
361,pundaguitan,6.3711,126.1689,81.0,79,25,2.66,PH,1681507298
362,port hedland,-20.3167,118.5667,73.45,53,57,14.97,AU,1681507161
363,novoagansk,61.9449,76.6625,2.91,96,64,8.95,RU,1681507298
364,santa maria,-29.6842,-53.8069,67.3,68,75,10.36,BR,1681507236
365,ndjole,-0.1783,10.7649,73.74,99,100,2.66,GA,1681507298
366,makakilo city,21.3469,-158.0858,82.72,58,20,11.5,US,1681507298
367,vanino,49.0869,140.2543,29.66,55,45,5.26,RU,1681507299
368,shimoda,34.6667,138.95,54.1,85,100,5.41,JP,1681507299
369,ouesso,1.6136,16.0517,71.33,92,82,2.77,CG,1681507299
370,komsomolskiy,40.4272,71.7189,65.12,59,70,9.22,UZ,1681507299
371,orange cove,36.6244,-119.3137,69.93,37,0,3.44,US,1681507299
372,bilibino,68.0546,166.4372,0.52,88,46,2.51,RU,1681507300
373,meulaboh,4.1363,96.1285,76.75,90,95,3.18,ID,1681507300
374,allanridge,-27.7543,26.6438,57.47,33,100,7.34,ZA,1681507300
375,torbay,47.6666,-52.7314,37.38,87,100,21.85,CA,1681507300
376,yabrud,33.9674,36.6574,48.69,42,30,3.24,SY,1681507300
377,kaeo,-35.1,173.7833,66.33,90,100,18.16,NZ,1681507300
378,poum,-20.2333,164.0167,77.31,81,100,9.86,NC,1681507301
379,turbat,26.0023,63.044,84.13,48,5,1.14,PK,1681507301
380,noumea,-22.2763,166.4572,78.01,99,100,5.97,NC,1681507301
381,tarakan,3.3,117.6333,78.3,94,40,3.44,ID,1681507301
382,saucillo,28.0167,-105.2833,84.51,11,60,31.23,MX,1681507301
383,rajsamand,25.0667,73.8833,79.02,28,0,7.92,IN,1681507301
384,ileza,61.0533,43.9002,20.5,91,5,2.77,RU,1681507302
385,dehloran,32.6941,47.2679,65.48,42,1,6.2,IR,1681507302
386,fethiye,36.6217,29.1164,57.07,78,51,4.7,TR,1681507302
387,cururupu,-1.8283,-44.8683,78.8,83,52,4.47,BR,1681507302
388,mount isa,-20.7333,139.5,62.37,72,86,0.0,AU,1681507302
389,plast,54.3691,60.8136,20.26,38,100,18.41,RU,1681507302
390,torit,4.4133,32.5678,77.52,54,66,2.35,SS,1681507302
391,rio gallegos,-51.6226,-69.2181,48.25,34,20,20.71,AR,1681507291
392,zyryanskoye,56.8306,86.6258,10.26,89,58,8.19,RU,1681507303
393,tuskegee,32.424,-85.6916,74.14,65,98,6.71,US,1681507303
394,amga,60.8953,131.9608,23.58,97,100,2.48,RU,1681507303
395,comodoro rivadavia,-45.8667,-67.5,53.46,54,0,5.75,AR,1681507303
396,piranshahr,36.701,45.1413,38.68,89,20,6.02,IR,1681507303
397,itoman,26.1247,127.6694,75.97,94,75,13.8,JP,1681507303
398,umm lajj,25.0213,37.2685,76.3,58,96,9.84,SA,1681507303
399,pacific grove,36.6177,-121.9166,64.38,68,0,12.66,US,1681507260
400,mitu,1.1983,-70.1733,80.22,80,99,1.95,CO,1681507304
401,caraballeda,10.6112,-66.8522,88.38,69,93,10.36,VE,1681507304
402,kieta,-6.2167,155.6333,79.66,83,100,5.28,PG,1681507304
403,bonaventure,48.0457,-65.4926,50.58,29,48,11.5,CA,1681507304
404,provideniya,64.3833,-173.3,9.3,71,0,5.35,RU,1681507304
405,sorland,67.667,12.6934,42.66,74,87,17.87,NO,1681507305
406,salym,60.0625,71.4789,4.1,94,9,4.88,RU,1681507305
407,qaqortoq,60.7167,-46.0333,37.98,58,100,13.76,GL,1681507305
408,mogok,22.9167,96.5,69.96,31,4,1.61,MM,1681507305
409,santa cruz,-17.8,-63.1667,71.65,83,75,17.27,BO,1681507305
410,baraboo,43.4711,-89.7443,82.54,33,82,12.46,US,1681507093
411,chabahar,25.2919,60.643,83.01,58,1,18.43,IR,1681507306
412,hobyo,5.3505,48.5268,84.2,74,26,12.44,SO,1681507306
413,kearney,40.6995,-99.0815,66.56,50,0,13.8,US,1681507092
414,novosysoyevka,44.235,133.3642,33.3,68,9,2.89,RU,1681507306
415,la concordia,13.1953,-86.1667,81.91,29,94,12.44,NI,1681507306
416,mitsamiouli,-11.3847,43.2844,81.1,74,6,8.19,KM,1681507307
417,sivaki,52.6333,126.75,27.41,88,11,3.58,RU,1681507307
418,acapulco,16.8634,-99.8901,87.62,58,75,10.36,MX,1681507210
419,tacoronte,28.4769,-16.4102,61.25,79,20,4.0,ES,1681507307
420,churapcha,62.0025,132.4325,20.44,96,100,3.44,RU,1681507307
421,praia,14.9215,-23.5087,75.74,78,27,11.5,CV,1681507308
422,monrovia,6.3005,-10.7969,81.43,85,93,7.65,LR,1681507308
423,weiser,44.251,-116.9693,53.8,45,72,5.01,US,1681507308
424,faanui,-16.4833,-151.75,80.74,72,13,7.94,PF,1681507308
425,ilulissat,69.2167,-51.1,32.02,74,20,8.05,GL,1681507308
426,dasoguz,41.8363,59.9666,55.35,62,0,11.5,TM,1681507308
427,carora,10.1755,-70.0827,92.01,34,100,8.03,VE,1681507308
428,barra do corda,-5.5,-45.25,76.87,89,100,2.39,BR,1681507309
429,varhaug,58.6147,5.6457,47.75,84,70,9.17,NO,1681507309
430,lasa,46.6166,10.7002,40.08,90,83,4.81,IT,1681507309
431,norton,-17.8833,30.7,60.98,38,0,6.02,ZW,1681507309
432,iralaya,15.0,-83.2333,83.62,64,100,8.97,HN,1681507095
433,yar-sale,66.8333,70.8333,11.55,97,100,0.56,RU,1681507309
434,luanda,-8.8368,13.2343,82.4,89,75,9.22,AO,1681507150
435,werda,-25.2667,23.2833,66.9,22,83,11.16,BW,1681507310
436,puerto del rosario,28.5004,-13.8627,65.95,77,20,18.41,ES,1681507310
437,riyadh,24.6877,46.7219,68.14,26,100,8.01,SA,1681507158
438,tromso,69.6496,18.957,37.42,52,0,5.75,NO,1681507310
439,udachnyy,66.4167,112.4,25.45,45,100,22.08,RU,1681507310
440,plesetsk,62.708,40.2916,19.18,95,5,1.86,RU,1681507311
441,havoysund,70.9963,24.6622,35.83,62,0,7.94,NO,1681507311
442,champawat,29.3333,80.1,59.45,29,79,5.82,IN,1681507311
443,vila velha,-20.3297,-40.2925,80.55,88,40,14.97,BR,1681507311
444,jacqueville,5.2052,-4.4146,82.26,84,100,12.95,CI,1681507311
445,manali,13.1667,80.2667,83.07,89,100,8.52,IN,1681507311
446,iki-burul,45.8208,44.6472,48.07,91,100,21.56,RU,1681507312
447,itarema,-2.9248,-39.9167,79.36,84,88,10.0,BR,1681507312
448,bud,39.447,-86.1758,81.05,50,47,7.25,US,1681507312
449,olavarria,-36.8927,-60.3225,57.58,39,97,4.25,AR,1681507312
450,mollendo,-17.0231,-72.0147,73.08,77,50,9.46,PE,1681507312
451,port-gentil,-0.7193,8.7815,78.76,94,40,4.61,GA,1681507312
452,leh,34.1667,77.5833,21.94,48,0,2.15,IN,1681507312
453,puerto madryn,-42.7692,-65.0385,65.8,37,98,10.96,AR,1681507252
454,cabedelo,-6.9811,-34.8339,81.27,79,100,12.24,BR,1681507313
455,olafsvik,64.8945,-23.7142,40.5,78,12,6.13,IS,1681507313
456,waipawa,-41.4122,175.5153,55.54,79,56,10.6,NZ,1681507313
457,dutlwe,-23.9833,23.9,68.22,29,1,10.51,BW,1681507313
458,canavieiras,-15.675,-38.9472,77.32,74,27,6.6,BR,1681507313
459,manokwari,-0.8667,134.0833,77.74,81,100,3.47,ID,1681507313
460,vila do maio,15.1333,-23.2167,75.99,82,26,12.01,CV,1681507313
461,nunoa,-14.48,-70.6411,43.54,90,100,3.18,PE,1681507313
462,kanye,-24.9667,25.3327,61.39,24,6,7.27,BW,1681507314
463,conde,-7.2597,-34.9075,80.06,83,40,9.22,BR,1681507314
464,diu,20.7141,70.9822,76.96,63,0,8.79,IN,1681507314
465,port augusta,-32.5,137.7667,62.24,78,100,10.22,AU,1681507161
466,secunda,-26.55,29.1667,52.3,62,43,5.21,ZA,1681507314
467,san ignacio,17.1561,-89.0714,100.54,37,20,6.91,BZ,1681507315
468,port keats,-14.25,129.55,79.93,84,100,6.15,AU,1681507315
469,ishigaki,24.3448,124.1572,75.33,100,75,6.91,JP,1681507315
470,kurilsk,45.2333,147.8833,31.93,77,9,5.86,RU,1681507315
471,quang ngai,15.1167,108.8,75.83,93,6,4.88,VN,1681507315
472,grantham,52.9115,-0.6418,44.78,95,100,4.61,GB,1681507315
473,pandan,14.0453,124.1694,77.4,88,89,3.8,PH,1681507315
474,broome,42.2506,-75.833,85.08,24,0,4.0,US,1681507315
475,gawler,-34.6,138.7333,60.31,97,100,9.48,AU,1681507316
476,soroti,1.7146,33.6111,68.58,77,53,1.48,UG,1681507316
477,srednekolymsk,67.45,153.6833,8.69,84,58,4.9,RU,1681507316
478,arcachon,44.5875,-1.0519,55.45,82,75,16.11,FR,1681507316
479,caranavi,-15.8167,-67.55,72.59,87,100,2.55,BO,1681507316
480,swan hill,-35.3378,143.5544,61.34,69,100,7.65,AU,1681507316
481,emba,48.8264,58.1442,47.12,90,100,7.0,KZ,1681507317
482,nacogdoches,31.6002,-94.6335,81.57,61,75,8.05,US,1681507317
483,tulun,54.5611,100.5792,31.96,65,100,4.99,RU,1681507317
484,dingle,10.9995,122.6711,76.28,86,9,1.57,PH,1681507317
485,carnarvon,-24.8667,113.6333,62.49,48,0,23.49,AU,1681507317
486,wewak,-3.5534,143.6268,78.42,86,100,3.91,PG,1681507317
487,bataipora,-22.2953,-53.2711,75.15,86,89,3.09,BR,1681507317
488,san angelo,31.4638,-100.437,91.62,12,0,12.66,US,1681507105
489,linxia,35.6003,103.2064,43.14,53,56,2.01,CN,1681507318
490,namibe,-15.1961,12.1522,76.48,75,0,3.2,AO,1681507318
491,yeppoon,-23.1333,150.7333,62.38,66,100,5.3,AU,1681507318
492,estelle,29.8458,-90.1067,82.99,52,40,11.5,US,1681507318
493,henties bay,-22.116,14.2845,59.7,85,32,4.97,NA,1681507318
494,shiyan,32.6475,110.7781,56.17,72,0,6.46,CN,1681507319
495,fort nelson,58.8053,-122.7002,49.59,29,75,4.61,CA,1681507319
496,amol,36.4696,52.3507,61.45,50,0,3.76,IR,1681507319
497,ponta delgada,37.7333,-25.6667,63.32,82,40,11.5,PT,1681507319
498,tuatapere,-46.1333,167.6833,55.0,76,0,3.96,NZ,1681507319
499,marinette,45.1,-87.6307,73.89,31,0,14.97,US,1681507081
500,astoria,46.1879,-123.8313,56.59,64,0,6.91,US,1681507320
501,batemans bay,-35.7167,150.1833,57.09,89,41,5.26,AU,1681507320
502,vestmanna,62.1564,-7.1664,43.72,87,100,12.66,FO,1681507320
503,verkhoshizhemye,58.011,49.1038,24.76,59,0,8.99,RU,1681507320
504,ugep,5.8086,8.0812,79.68,79,100,10.69,NG,1681507320
505,camacha,33.0833,-16.3333,60.22,67,40,11.5,PT,1681507321
506,souillac,-20.5167,57.5167,77.38,88,40,2.3,MU,1681507321
507,hazorasp,41.3194,61.0742,60.64,46,0,6.87,UZ,1681507321
508,nome,64.5011,-165.4064,10.17,66,75,20.71,US,1681507315
509,lata,40.1629,-8.3327,59.81,99,100,4.12,PT,1681507322
510,vila franca do campo,37.7167,-25.4333,63.01,83,97,8.32,PT,1681507322
511,itatinga,-23.1017,-48.6158,64.63,97,100,1.95,BR,1681507322
512,urengoy,65.9667,78.3667,-16.33,100,100,3.89,RU,1681507322
513,biak,-0.9131,122.8766,77.38,82,100,2.3,ID,1681507323
514,kawalu,-7.3817,108.2082,70.99,97,94,1.16,ID,1681507323
515,monkey bay,-14.0728,34.9201,75.4,80,75,5.86,MW,1681507324
516,gorahun,7.4661,-11.2375,79.11,82,94,4.29,SL,1681507324
517,raudeberg,61.9875,5.1352,43.95,73,100,6.49,NO,1681507324
518,marathon,44.9,-89.7668,81.64,23,0,17.27,US,1681507324
519,mandalgovi,45.7625,106.2708,31.86,25,100,7.61,MN,1681507325
520,puerto narino,-3.7703,-70.3831,83.62,76,100,1.7,CO,1681507325
521,tiznit,29.5833,-9.5,68.7,58,0,0.54,MA,1681507325
522,sedhiou,12.7081,-15.5569,86.77,39,7,8.66,SN,1681507326
523,te anau,-45.4167,167.7167,52.27,83,4,0.74,NZ,1681507326
524,hualmay,-11.0964,-77.6139,78.67,72,89,13.91,PE,1681507326
525,nalut,30.3333,10.85,63.09,43,13,16.73,LY,1681507326
526,mackay,-21.15,149.2,70.68,84,92,4.76,AU,1681507327
527,boa vista,2.8197,-60.6733,89.58,43,40,12.66,BR,1681507129
528,zhezkazgan,47.8043,67.7144,61.21,60,73,18.14,KZ,1681507327
529,puerto escondido,15.85,-97.0667,90.43,58,20,11.5,MX,1681507211
530,manchar,19.0,73.9333,78.58,46,99,1.23,IN,1681507328
531,awbari,26.5921,12.7805,73.56,11,0,4.59,LY,1681507328
532,yelandur,12.0667,77.0333,72.75,63,93,3.87,IN,1681507329
533,shingu,33.7333,135.9833,53.44,95,100,13.15,JP,1681507329
534,ixtapa,20.7,-105.2,81.63,57,75,13.8,MX,1681507329
535,uarini,-2.99,-65.1083,86.09,72,100,0.13,BR,1681507330
536,husavik,66.0449,-17.3389,36.05,97,100,1.61,IS,1681507330
537,changji,44.0167,87.3167,54.39,37,0,2.24,CN,1681507331
538,beloha,-25.1667,45.05,71.82,92,0,2.95,MG,1681507331
539,bandar-e lengeh,26.5579,54.8807,75.31,73,80,9.22,IR,1681507332
540,benicarlo,40.4165,0.4271,64.56,60,5,13.18,ES,1681507128
541,lluta,-16.0147,-72.0142,54.39,76,66,7.45,PE,1681507332
542,sinop,41.7711,34.8709,53.55,59,62,7.96,TR,1681507332
543,sobolevo,54.4299,31.8996,42.4,52,100,12.28,RU,1681507332
544,fare,-16.7,-151.0167,80.22,74,14,8.7,PF,1681507333
545,richards bay,-28.783,32.0377,70.95,55,100,20.11,ZA,1681507333
546,balabac,7.9868,117.0645,79.57,74,3,1.39,PH,1681507333
547,springbok,-29.6643,17.8865,57.52,37,0,9.51,ZA,1681507333
548,mayo,38.8876,-76.5119,82.2,65,0,12.66,US,1681507334
549,les cayes,18.2,-73.75,81.97,69,54,9.51,HT,1681507334
550,labuhan,-6.8844,112.2051,76.69,86,100,8.52,ID,1681507334
551,auki,-8.7676,160.7034,78.57,90,100,11.21,SB,1681507334
552,zhangye,38.9342,100.4517,50.45,24,91,5.1,CN,1681507334
553,solnechnyy,50.7214,136.6319,25.72,68,100,3.36,RU,1681507335
554,morant bay,17.8815,-76.4093,85.71,74,33,10.38,JM,1681507335
555,andapa,-14.65,49.65,69.42,98,72,1.28,MG,1681507335
556,brufut,13.3814,-16.7518,84.29,51,0,3.44,GM,1681507335
557,stranda,62.3096,6.9358,47.55,63,100,3.24,NO,1681507336
558,college,64.8569,-147.8028,33.75,52,40,0.0,US,1681507336
559,akyab,20.15,92.9,79.02,77,6,2.98,MM,1681507336
560,lyaskelya,61.7667,31.0167,23.99,91,7,7.9,RU,1681507336
561,mangan,27.5167,88.5333,64.83,58,52,13.02,IN,1681507154
562,rajapur,25.3833,81.15,89.42,17,100,4.14,IN,1681507337
563,abu zabad,12.35,29.25,81.77,12,56,9.37,SD,1681507337
564,lincoln,40.8,-96.667,84.16,45,40,7.0,US,1681507337
565,gurlan,41.8447,60.3919,60.87,44,17,7.61,UZ,1681507338
566,klaksvik,62.2266,-6.589,45.52,92,100,19.55,FO,1681507339
567,zajecar,43.9036,22.2641,51.04,67,67,3.22,RS,1681507339
568,sept-iles,50.2001,-66.3821,46.83,47,20,12.66,CA,1681507340
569,bojnurd,37.4747,57.329,42.75,87,0,4.61,IR,1681507340
570,okato,-39.2,173.8833,56.68,70,72,3.24,NZ,1681507341
571,zhigansk,66.7697,123.3711,-0.08,98,44,5.3,RU,1681507341
572,non sung,15.1801,102.2569,91.11,52,100,6.31,TH,1681507341
573,fengrun,39.8333,118.1167,47.8,13,0,3.33,CN,1681507342
574,egvekinot,66.3167,-179.1667,1.72,78,12,2.21,RU,1681507342
575,vanavara,60.34,102.2797,11.44,95,100,9.22,RU,1681507342
576,crailsheim,49.1344,10.0719,45.28,88,100,1.61,DE,1681507343
577,acajutla,13.5928,-89.8275,87.87,60,25,9.8,SV,1681507343
578,chapais,49.7834,-74.8492,42.58,65,79,3.51,CA,1681507343
579,nerchinskiy zavod,51.3088,119.61,29.37,81,100,2.3,RU,1681507343
580,cairns,-16.9167,145.7667,78.75,83,100,1.14,AU,1681507160
581,sirjan,29.452,55.6814,60.58,40,60,4.34,IR,1681507344
582,nabire,-3.3667,135.4833,75.6,89,76,3.15,ID,1681507344
583,fuyang,32.9,115.8167,54.55,93,0,4.63,CN,1681507344
584,lishu,43.3047,124.3278,43.47,35,0,6.02,CN,1681507344
585,isaka,-3.9,32.9333,66.96,90,100,4.34,TZ,1681507345
586,korocha,50.8107,37.1953,39.92,69,100,11.72,RU,1681507345
587,olinda,-8.0089,-34.8553,82.13,65,40,6.91,BR,1681507345
588,dali,25.7,100.1833,55.08,47,2,2.59,CN,1681507345
589,evinayong,1.4368,10.5512,66.78,99,100,1.28,GQ,1681507092
590,warrenton,-28.114,24.8475,57.02,33,8,11.34,ZA,1681507288
591,santander,43.4647,-3.8044,57.45,87,75,18.41,ES,1681507346
592,ouadda,8.0777,22.4007,76.86,51,69,1.07,CF,1681507346
593,chambas,22.1928,-78.9136,86.65,57,100,13.18,CU,1681507347
594,songjianghe,42.1859,127.479,41.47,87,100,7.02,CN,1681507347
595,porto novo,6.4965,2.6036,85.82,80,100,10.54,BJ,1681507347
596,honolulu,21.3069,-157.8583,84.02,66,40,11.5,US,1681507341
597,shestakovo,56.4915,103.96,32.09,64,100,8.9,RU,1681507347
598,araouane,18.9048,-3.5265,84.49,9,5,11.05,ML,1681507348
